CODIGO;NOMBRE;DIRECCION;POBLACION;NIF;CODIPOS;TELEFONO;PROVINCIA;FPAGO;IMP;DTO;TARIFA;ABONO;PAIS;NACIMIENTO
2133;Nombre 2092;Calle 2092;MADRID;X-3327;;**347745;MADRID;;;;;;;01/09/1971
2134;Nombre 2093;Calle 2093;Chipiona;X-3328;;**347746;Cadiz;;;;;;;24/01/1981
2135;Nombre 2094;Calle 2094;Getafe;X-3329;;**347747;Madrid;;;;;;;26/03/1968
2136;Nombre 2095;Calle 2095;MADRID;X-3330;28015;**347748;MADRID;;;;;;;25/01/2012
2137;Nombre 2096;Calle 2096; MADRID;X-3331;;**347749;MADRID;;;;;;;07/07/1960
2138;Nombre 2097;Calle 2097;MADRID;X-3332;;**347750;MADRID;;;;;;;21/04/1964
2139;Nombre 2098;Calle 2098;PALMA DE MALLORCA;X-3333;;**347751;ILLES BALEARS;;;;;;;10/02/1979
2140;Nombre 2099;Calle 2099;ARANJUEZ;X-3334;;**347752;MADRID;;;;;;;01/04/1958
2141;Nombre 2100;Calle 2100;CUBAS DE LA SAGRA;X-3335;;**347753;MADRID;;;;;;;27/01/2012
2142;Nombre 2101;Calle 2101;ALCAZAR DE SAN JUAN;X-3336;;**347754;CIUDAD REAL;;;;;;;01/02/2012
2143;Nombre 2102;Calle 2102;MADRID;X-3337;;**347755;MADRID;;;;;;;30/09/1973
2144;Nombre 2103;Calle 2103;ALGETE;X-3338;;**347756;MADRID;;;;;;;21/11/1967
2145;Nombre 2104;Calle 2104;MADRID;X-3339;28015;**347757;MADRID;;;;;;;28/01/2012
2146;Nombre 2105;Calle 2105;MADRID;X-3340;;**347758;MADRID;;;;;;;28/01/2012
2147;Nombre 2106;Calle 2106;MADRID;X-3341;;**347759;MADRID;;;;;;;28/01/2012
2148;Nombre 2107;Calle 2107;VALDEMORO;X-3342;;**347760;MADRID;;;;;;;29/01/2012
2149;Nombre 2108;Calle 2108;MADRID;X-3343;;**347761;MADRID;;;;;;;22/03/1982
2150;Nombre 2109;Calle 2109;GUADALAJARA;X-3344;;**347762;GUADALAJARA;;;;;;;02/10/2012
2151;Nombre 2110;Calle 2110;UGENA;X-3345;;**347763;TOLEDO;;;;;;;02/10/2012
2152;Nombre 2111;Calle 2111;MADRID;X-3346;28015;**347764;MADRID;;;;;;;02/11/2012
2153;Nombre 2112;Calle 2112;ALMERINAR EL EJIDO;X-3347;;**347765;ALMERIA;;;;;;;02/11/2012
2154;Nombre 2113;Calle 2113;MADRID;X-3348;;**347766;MADRID;;;;;;;14/08/1979
2155;Nombre 2114;Calle 2114;ORBARA;X-3349;;**347767;NAVARRA;;;;;;;17/02/2012
2156;Nombre 2115;Calle 2115;ZIZUR MAYOR;X-3350;;**347768;NAVARRA;;;;;;;17/02/2012
2157;Nombre 2116;Calle 2116;MADRID;X-3351;28015;**347769;MADRID;;;;;;;24/02/2012
2158;Nombre 2117;Calle 2117;MADRID;X-3352;28015;**347770;MADRI;;;;;;;24/02/2012
2159;Nombre 2118;Calle 2118;Sabadell;X-3353;;**347771;BARCELONA;;;;;;;24/02/2012
2160;Nombre 2119;Calle 2119;Baena;X-3354;;**347772;Córdoba;;;;;;;23/07/1976
2161;Nombre 2120;Calle 2120;Aljete;X-3355;;**347773;MADRID;;;;;;;24/02/2012
2162;Nombre 2121;Calle 2121;SANTA MARIA DE LA ALMEDA;X-3356;;**347774;MADRID;;;;;;;14/04/1960
2163;Nombre 2122;Calle 2122;AlARCÓN;X-3357;;**347775;MADRID;;;;;;;03/06/1978
2164;Nombre 2123;Calle 2123;TAVERNES DE LA VALLDIGNA;X-3358;;**347776;VALENCIA;;;;;;;19/04/1962
2165;Nombre 2124;Calle 2124;SANGUT;X-3359;;**347777;VALENCIA;;;;;;;11/06/1954
2166;Nombre 2125;Calle 2125;MADRID;X-3360;28015;**347778;MADRID;;;;;;;03/01/2012
2167;Nombre 2126;Calle 2126;MADRID;X-3361;28015;**347779;MADRID;;;;;;;03/02/2012
2168;Nombre 2127;Calle 2127;;X-3362;;**347780;;;;;;;;03/03/2012
2169;Nombre 2128;Calle 2128;Las Palmas de Gran Canaria;X-3363;;**347781;LAS PALMAS;;;;;;;03/03/2012
2170;Nombre 2129;Calle 2129;MADRID;X-3364;28015;**347782;MADRID;;;;;;;03/03/2012
2171;Nombre 2130;Calle 2130;;X-3365;;**347783;;;;;;;;03/03/2012
2173;Nombre 2131;Calle 2131;LA NAVATA GALAPAGOR;X-3366;;**347784;MADRID;;;;;;;03/03/2012
2174;Nombre 2132;Calle 2132;MADRID;X-3367;28015;**347785;MADRID;;;;;;;03/03/2012
2175;Nombre 2133;Calle 2133;MADRID;X-3368;28015;**347786;MADRID;;;;;;;03/03/2012
2176;Nombre 2134;Calle 2134;MADRID;X-3369;;**347787;MADRID;;;;;;;25/03/2025
2177;Nombre 2135;Calle 2135;MADRID;X-3370;;**347788;MADRID;;;;;;;03/03/2012
2178;Nombre 2136;Calle 2136;MADRID;X-3371;;**347789;MADRID;;;;;;;03/03/2012
2179;Nombre 2137;Calle 2137;Las Rozas;X-3372;;**347790;Madrid;;;;;;;31/05/1962
2180;Nombre 2138;Calle 2138;MADRID;X-3373;;**347791;MADRID;;;;;;;16/10/1963
2181;Nombre 2139;Calle 2139;;X-3374;;**347792;;;;;;;;03/03/2012
2182;Nombre 2140;Calle 2140;Boadilla del Monte;X-3375;28660;**347793;MADRID;;;;;;;03/04/2012
2183;Nombre 2141;Calle 2141;CORNELLA DE LLOBREGAT;X-3376;;**347794;BATRCELONA;;;;;;;01/05/1980
2184;Nombre 2142;Calle 2142;;X-3377;;**347795;TAUNTON;;;;;;UK;03/05/2012
2185;Nombre 2143;Calle 2143;MADIRD;X-3378;;**347796;MADRID;;;;;;UK;07/04/1987
2186;Nombre 2144;Calle 2144;MADRID;X-3379;;**347797;MADRID;;;;;;UK;03/09/2012
2187;Nombre 2145;Calle 2145;VALENCIA;X-3380;46021;**347798;VALENCIA;;;;;;UK;29/12/1981
2188;Nombre 2146;Calle 2146;SAN FERNANDO DE HENARES;X-3381;;**347799;MADRID;;;;;;UK;19/12/1960
2189;Nombre 2147;Calle 2147;SANTA MARIA VILLANUEVA DEL PARDILLO;X-3382;;**347800;MADRID;;;;;;;13/11/1973
2190;Nombre 2148;Calle 2148;MAJADAHONDA;X-3383;;**347801;Madrid;;;;;;;12/01/1968
2191;Nombre 2149;Calle 2149;MADRID;X-3384;;**347802;MADRID;;;;;;;10/10/1985
2192;Nombre 2150;Calle 2150;MANZANARES EL REAL;X-3385;;**347803;MADRID;;;;;;;26/08/1985
2193;Nombre 2151;Calle 2151;SANTOMERA;X-3386;;**347804;MURCIA;;;;;;;01/10/1972
2194;Nombre 2152;Calle 2152;MADRID;X-3387;;**347805;MADRID;;;;;;;31/03/1986
2195;Nombre 2153;Calle 2153;MADRID;X-3388;;**347806;MADRID;;;;;;España;03/10/2012
2196;Nombre 2154;Calle 2154;MADRID;X-3389;28015;**347807;MADRID;;;;;;;03/10/2012
2197;Nombre 2155;Calle 2155;MADRID;X-3390;;**347808;MADRID;;;;;;España;21/11/1944
2198;Nombre 2156;Calle 2156;Castelló de la Plana;X-3391;;**347809;CASTELLÓ;;;;;;;30/12/1972
2199;Nombre 2157;Calle 2157;AlcALÁ DE HENARES;X-3392;;**347810;MADRID;;;;;;España;19/12/1985
2200;Nombre 2158;Calle 2158;VALENCIA;X-3393;46021;**347811;VALENCIA;;;;;;España;16/03/2012
2201;Nombre 2159;Calle 2159;TORREDEMBARRA;X-3394;;**347812;TARRAGONA;;;;;;España;17/03/2012
2202;Nombre 2160;Calle 2160;VALENCIA;X-3395;;**347813;VALENCIA;;;;;;España;14/06/1960
2203;Nombre 2161;Calle 2161;Alcorcon;X-3396;;**347814;Madrid;;;;;;España;17/03/2012
2204;Nombre 2162;Calle 2162;MADRID;X-3397;;**347815;MADRID;;;;;;España;07/04/1954
2205;Nombre 2163;Calle 2163;MAJADAHONDA;X-3398;;**347816;MADRID;;;;;;España;20/11/1975
2206;Nombre 2164;Calle 2164;COLMENAR VIEJO;X-3399;;**347817;MADRID;;;;;;España;17/03/2012
2207;Nombre 2165;Calle 2165;VALDEMORO;X-3400;;**347818;MADRID;;;;;;España;22/10/1988
2208;Nombre 2166;Calle 2166;AlBACETE;X-3401;;**347819;ALBACETE;;;;;;España;07/06/1960
2209;Nombre 2167;Calle 2167;PALMA DE MALLORCA;X-3402;;**347820;ILLES BALEARS;;;;;;España;17/03/2012
2210;Nombre 2168;Calle 2168;Torrejón de Ardoz;X-3403;;**347821;Madrid;;;;;;España;01/05/1980
2211;Nombre 2169;Calle 2169;MADRID;X-3404;;**347822;MADRID;;;;;;España;13/08/1971
2212;Nombre 2170;Calle 2170;GUADALAJARA;X-3405;;**347823;GUADALAJARA;;;;;;España;04/09/1956
2213;Nombre 2171;Calle 2171;LAS PALMAS DE GRAN CANARIA;X-3406;;**347824;LAS PALMAS;;;;;;España;12/08/1971
2214;Nombre 2172;Calle 2172;PUERTO DEL ROSARIO;X-3407;;**347825;LAS PALMAS;;;;;;España;12/06/1971
2215;Nombre 2173;Calle 2173;MOSTOLES;X-3408;;**347826;MADRID;;;;;;España;28/10/1950
2216;Nombre 2174;Calle 2174;MADRID;X-3409;28015;**347827;MADRID;;;;;;España;30/03/2012
2217;Nombre 2175;Calle 2175;COLLADO MEDIANO;X-3410;;**347828;MADRID;;;;;;España;31/03/2012
2218;Nombre 2176;Calle 2176;MADRID;X-3411;;**347829;MADRID;;;;;;España;29/08/1972
2219;Nombre 2177;Calle 2177;MADRID;X-3412;;**347830;MADRID;;;;;;España;31/03/2012
2220;Nombre 2178;Calle 2178;MADRID;X-3413;28015;**347831;MADRID;;;;;;España;04/01/2012
2221;Nombre 2179;Calle 2179;Boadilla del Monte;X-3414;28660;**347832;BARCELONA;;;;;;España;05/12/1935
2222;Nombre 2180;Calle 2180;;X-3415;;**347833;;;;;;;España;04/01/2012
2223;Nombre 2181;Calle 2181;;X-3416;;**347834;;;;;;;España;04/01/2012
2224;Nombre 2182;Calle 2182;CUENCA;X-3417;;**347835;CUENCA;;;;;;;10/01/1968
2225;Nombre 2183;Calle 2183;TRES CANTOS;X-3418;;**347836;MADRID;;;;;;España;04/02/2012
2226;Nombre 2184;Calle 2184;POZUELO DE ALARCON;X-3419;;**347837;MADRID;;;;;;España;04/04/2012
2227;Nombre 2185;Calle 2185;AZUQUECA DE HENARES;X-3420;;**347838;GUADALAJARA;;;;;;España;04/04/2012
2228;Nombre 2186;Calle 2186;MADRID;X-3421;28015;**347839;MADRID;;;;;;España;04/04/2012
2229;Nombre 2187;Calle 2187;MADRID;X-3422;28015;**347840;MADRID;;;;;;España;04/05/2012
2230;Nombre 2188;Calle 2188;PUERTO DEL CARMEN  TIAS;X-3423;;**347841;LAS PALAMAS;;;;;;España;29/06/1968
2231;Nombre 2189;Calle 2189;TORREJÓN  DE ARDOZ;X-3424;;**347842;Madrid;;;;;;España;16/07/2012
2232;Nombre 2190;Calle 2190;TOLEDO;X-3425;;**347843;TOLEDO;;;;;;España;14/09/1970
2233;Nombre 2191;Calle 2191;Tarragona;X-3426;;**347844;Tarragona;;;;;;España;21/09/1965
2234;Nombre 2192;Calle 2192;TORREJON DEL REY;X-3427;;**347845;MADRID;;;;;;España;01/02/1977
2235;Nombre 2193;Calle 2193;LOGROÑO;X-3428;;**347846; LA RIOJA;;;;;;España;09/05/1964
2236;Nombre 2194;Calle 2194;IDIAZABAL;X-3429;;**347847;GUIPUZCOA;;;;;;España;04/07/2012
2237;Nombre 2195;Calle 2195;COLMENAR DE OREJA;X-3430;;**347848;MADRID;;;;;;España;04/08/2012
2238;Nombre 2196;Calle 2196;GETXO;X-3431;;**347849;VIZCAYA;;;;;;España;04/11/2012
2239;Nombre 2197;Calle 2197;CUENCA;X-3432;;**347850;CUENCA;;;;;;;14/04/2012
2240;Nombre 2198;Calle 2198;HIGUERUELA;X-3433;;**347851;ALBACETE;;;;;;;18/04/2012
2241;Nombre 2199;Calle 2199;HIGUERUELA;X-3434;;**347852;ALBACETE;;;;;;;18/04/2012
2242;Nombre 2200;Calle 2200;VALENCIA;X-3435;;**347853;VALENCIA;;;;;;;03/05/1958
2243;Nombre 2201;Calle 2201;AlGETE;X-3436;;**347854;MADRID;;;;;;;03/01/1964
2244;Nombre 2202;Calle 2202;MADRID;X-3437;;**347855;;;;;;;;06/01/1961
2245;Nombre 2203;Calle 2203;LEÓN;X-3438;;**347856;LEÓN;;;;;;;05/01/1953
2246;Nombre 2204;Calle 2204;Uncastillo;X-3439;;**347857;Zaragoza;;;;;;;16/12/1967
2247;Nombre 2205;Calle 2205;TORREDOLONES;X-3440;;**347858; MADRID;;;;;;;26/08/1970
2248;Nombre 2206;Calle 2206;SAN MARTIN DE LA VEGA;X-3441;;**347859;MADRID;;;;;;;27/04/2012
2249;Nombre 2207;Calle 2207;SAN CUGAT DEL VALLES;X-3442;;**347860;BARCELONA;;;;;;;27/04/2012
2250;Nombre 2208;Calle 2208;VEGADEO;X-3443;;**347861;ASTURIAS;;;;;;;25/02/1959
2251;Nombre 2209;Calle 2209;MADRID;X-3444;28015;**347862;MADRID;;;;;;;29/10/1966
2252;Nombre 2210;Calle 2210;MADRID;X-3445;28015;**347863;MADRID;;;;;;;29/10/1966
2253;Nombre 2211;Calle 2211;MADRID;X-3446;28015;**347864;MADRID;;;;;;;26/07/2012
2254;Nombre 2212;Calle 2212;MADRID;X-3447;28015;**347865;MADRID;;;;;;;21/06/1976
2255;Nombre 2213;Calle 2213;MONTILLA DEL PALANCAR;X-3448;;**347866;CUENCA;;;;;;;20/07/1973
2256;Nombre 2214;Calle 2214;MADRID;X-3449;28015;**347867;MADRID;;;;;;;20/04/1987
2257;Nombre 2215;Calle 2215;LEGANES;X-3450;;**347868;MADRID;;;;;;;08/02/1973
2258;Nombre 2216;Calle 2216;MADRID;X-3451;28015;**347869;MADRID;;;;;;;22/10/1968
2259;Nombre 2217;Calle 2217;NAVAS DE SAN ANTON;X-3452;;**347870;SEGOVIA;;;;;;;25/03/1980
2260;Nombre 2218;Calle 2218;VALDEPEÑAS;X-3453;;**347871;CIUDAD REAL;;;;;;;02/05/1951
2261;Nombre 2219;Calle 2219;ETXEBARRI;X-3454;;**347872;VIZCAYA;;;;;;;05/01/1950
2262;Nombre 2220;Calle 2220;MADRID;X-3455;;**347873;MADRID;;;;;;;05/07/1964
2263;Nombre 2221;Calle 2221;COSLADA;X-3456;;**347874;MADRID;;;;;;;09/07/1975
2264;Nombre 2222;Calle 2222;MADRID;X-3457;;**347875;MADRID;;;;;;;30/08/1981
2265;Nombre 2223;Calle 2223;MADRID;X-3458;;**347876;MADRID;;;;;;;29/12/1981
2266;Nombre 2224;Calle 2224;GUADALAJARA;X-3459;;**347877;GUADALAJARA;;;;;;;17/08/1977
2267;Nombre 2225;Calle 2225;MADRID;X-3460;;**347878;MADRID;;;;;;;20/07/1982
2268;Nombre 2226;Calle 2226;MADRID;X-3461;28015;**347879;;;;;;;;30/04/2012
2269;Nombre 2227;Calle 2227;FRANCIA;X-3462;;**347880;FRANCIA;;;;;;;05/03/2012
2270;Nombre 2228;Calle 2228;MADRID;X-3463;;**347881;MADRID;;;;;;;20/06/1988
2271;Nombre 2229;Calle 2229;AZUQUECA DE HENARES;X-3464;;**347882;MADRID;;;;;;;05/05/2012
2272;Nombre 2230;Calle 2230;CASAS  DEL CURIA  GETAFE;X-3465;;**347883;MADRID;;;;;;;19/02/1978
2273;Nombre 2231;Calle 2231;MADRID;X-3466;28015;**347884;MADRID;;;;;;;09/07/1963
2274;Nombre 2232;Calle 2232;AlICANTE;X-3467;;**347885;ALICANTE;;;;;;;26/08/1982
2275;Nombre 2233;Calle 2233;SANTA CRUZ DE LA ZARZA;X-3468;;**347886;TOLEDO;;;;;;;06/09/2012
2276;Nombre 2234;Calle 2234;Zaragoza;X-3469;;**347887;Zaragoza;;;;;;;11/12/1973
2277;Nombre 2235;Calle 2235;ZARAGOZA;X-3470;;**347888;ZARAGOZA;;;;;;;28/10/1945
2278;Nombre 2236;Calle 2236;Hoyo de Manzanares;X-3471;;**347889;Madrid;;;;;;;05/06/1971
2279;Nombre 2237;Calle 2237;MADRID;X-3472;28015;**347890;MADRID;;;;;;;09/01/1968
2280;Nombre 2238;Calle 2238;POZUELO DE ALARCON;X-3473;;**347891;MADRID;;;;;;;18/06/1964
2281;Nombre 2239;Calle 2239;POZUELO DE ALARCON;X-3474;;**347892;MADRID;;;;;;;23/05/1961
2282;Nombre 2240;Calle 2240;MADRID;X-3475;28015;**347893;MADRID;;;;;;;03/11/1964
2283;Nombre 2241;Calle 2241;Alcobendas;X-3476;28108;**347894;MADRID;;;;;;;29/08/1952
2284;Nombre 2242;Calle 2242;MADRID;X-3477;28015;**347895;MADRID;;;;;;;15/05/1957
2285;Nombre 2243;Calle 2243;ZARAGOZA;X-3478;;**347896;ZARAGOZA;;;;;;;27/08/1978
2286;Nombre 2244;Calle 2244;MAJADAHONDA;X-3479;;**347897;MADRID;;;;;;;16/09/1954
2287;Nombre 2245;Calle 2245;AlcALÁ DE HENARES;X-3480;;**347898;MADRID;;;;;;;08/02/1946
2288;Nombre 2246;Calle 2246;MADRID;X-3481;28050;**347899;;;;;;;;25/02/1961
2289;Nombre 2247;Calle 2247;MASSAMAGRELL;X-3482;;**347900;VALENCIA;;;;;;;28/02/1983
2290;Nombre 2248;Calle 2248;TORRE FARRERA;X-3483;;**347901;LLEIDA;;;;;;;25/09/1966
2291;Nombre 2249;Calle 2249;LEON;X-3484;;**347902;LEON;;;;;;;09/10/1938
2292;Nombre 2250;Calle 2250;VILLENA;X-3485;;**347903;ALICANTE;;;;;;;07/09/1963
2293;Nombre 2251;Calle 2251;MADRID;X-3486;;**347904;MADRID;;;;;;;17/11/1991
2294;Nombre 2252;Calle 2252;CHILOECHES;X-3487;;**347905;GUADALAJARA;;;;;;;11/10/1968
2295;Nombre 2253;Calle 2253;MADRID;X-3488;28015;**347906;MADRID;;;;;;;04/02/1960
2296;Nombre 2254;Calle 2254;SALAMACA;X-3489;;**347907;SALAMANCA;;;;;;;26/02/1984
2298;Nombre 2255;Calle 2255;SAN SEBASTIAN DE LOS REYES;X-3490;;**347908;MADRID;;;;;;;12/09/1969
2299;Nombre 2256;Calle 2256;PRIEGO;X-3491;;**347909;CUENCA;;;;;;;04/11/1963
2300;Nombre 2257;Calle 2257;MADRID;X-3492;;**347910;Madrid;;;;;;;21/08/1974
2301;Nombre 2258;Calle 2258;;X-3493;;**347911;;;;;;;;06/04/2012
2302;Nombre 2259;Calle 2259;MADRID;X-3494;28015;**347912;madrid;;;;;;;07/05/1949
2,30218E+11;Nombre 2260;Calle 2260;madrid;X-3495;;**347913;;;;;;;;25/01/1958
2303;Nombre 2261;Calle 2261;VALDEAVERUELO;X-3496;;**347914;GUADALAJARA;;;;;;;29/06/1974
2304;Nombre 2262;Calle 2262;MADRID;X-3497;;**347915;MADRID;;;;;;;15/08/1970
2305;Nombre 2263;Calle 2263;LAS ROZAS;X-3498;;**347916;MADRID;;;;;;;08/01/1975
2306;Nombre 2264;Calle 2264;MADRID;X-3499;28015;**347917;MADRID;;;;;;;15/12/1977
2307;Nombre 2265;Calle 2265;MADRID;X-3500;28015;**347918;MADRID;;;;;;;23/01/1971
2308;Nombre 2266;Calle 2266;LEGANÉS;X-3501;;**347919;Madrid;;;;;;;09/10/1955
2309;Nombre 2267;Calle 2267;MADRID;X-3502;;**347920;MADRID;;;;;;;26/04/1953
2310;Nombre 2268;Calle 2268;LAS ROZAS DE MADRID;X-3503;;**347921;MADRID;;;;;;;29/01/1978
2311;Nombre 2269;Calle 2269;CASTUERA;X-3504;;**347922;BADAJOZ;;;;;;;03/09/1969
2312;Nombre 2270;Calle 2270;MADRID;X-3505;28015;**347923;MADRID;;;;;;;11/03/1967
2313;Nombre 2271;Calle 2271;COLLADO VILLALBA;X-3506;;**347924;MADRID;;;;;;;28/01/1977
2314;Nombre 2272;Calle 2272;SEVILLA;X-3507;;**347925;SEVILLA;;;;;;;25/03/1963
2315;Nombre 2273;Calle 2273;MADRID;X-3508;28015;**347926;MADRID;;;;;;;26/08/1970
2316;Nombre 2274;Calle 2274;MADRID;X-3509;28015;**347927;MADRID;;;;;;;16/08/1943
